venue_no,name,region,location,rating,no_of_reviews,price_text,price_type,price_numeric,capacity,min_capacity,max_capacity,url
V423,Smeetham Hall Barn,Essex,"Sudbury (Suffolk-Essex Border), Essex",5.0,425.0,"From £6,999",venue,6999.0,"50 to 250
Guests",50.0,250.0,https://www.hitched.co.uk/wedding-venues/smeetham-hall-barn_836.htm
V424,Hedsor House,Essex,Essex,5.0,129.0,"From £6,450",venue,6450.0,"150
Guests",150.0,N/A,https://www.hitched.co.uk/wedding-venues/hedsor-house_5019.htm
V425,That Amazing Place,Essex,"Harlow, Essex",5.0,87.0,From £85,meal,85.0,"200
Guests",200.0,N/A,https://www.hitched.co.uk/wedding-venues/that-amazing-place_6276.htm
V426,Down Hall Hotel & Spa,Essex,"Hatfield Heath, Essex",5.0,312.0,From £165,meal,165.0,"2 to 180
Guests",2.0,180.0,https://www.hitched.co.uk/wedding-venues/down-hall-hotel_885.htm
V427,Newland Hall,Essex,"Chelmsford, Essex",4.9,113.0,"From £1,995",venue,1995.0,"10 to 200
Guests",10.0,200.0,https://www.hitched.co.uk/wedding-venues/newland-hall_859.htm
V428,Creeksea Place,Essex,"Burnham on Crouch, Essex",5.0,232.0,From £150,meal,150.0,"30 to 200
Guests",30.0,200.0,https://www.hitched.co.uk/wedding-venues/creeksea-place_3290.htm
V429,Rivenhall Oaks Golf Centre,Essex,"Witham, Essex",5.0,3.0,From £65,meal,65.0,"30 to 250
Guests",30.0,250.0,https://www.hitched.co.uk/wedding-venues/rivenhall-oaks-golf-centre_7968.htm
V430,Downham Hall,Essex,"Billericay, Essex",5.0,20.0,From £50,meal,50.0,"8 to 110
Guests",8.0,110.0,https://www.hitched.co.uk/wedding-venues/downham-hall_198013.htm
V431,Marygreen Manor Hotel,Essex,"Brentwood, Essex",5.0,50.0,From £125,meal,125.0,"20 to 150
Guests",20.0,150.0,https://www.hitched.co.uk/wedding-venues/marygreen-manor-hotel_842.htm
V432,The Manor at Bickley,Essex,Essex,5.0,4.0,From £120,meal,120.0,"40 to 490
Guests",40.0,490.0,https://www.hitched.co.uk/wedding-venues/the-manor-at-bickley_3287.htm
V433,Channels,Essex,"Little Waltham, Essex",5.0,38.0,From £70,meal,70.0,"40 to 250
Guests",40.0,250.0,https://www.hitched.co.uk/wedding-venues/channels_852.htm
V434,Greenwoods Hotel Spa & Retreat,Essex,"Ingatestone, Essex",5.0,41.0,From £80,meal,80.0,"4 to 300
Guests",4.0,300.0,https://www.hitched.co.uk/wedding-venues/greenwoods-hotel-spa-retreat_853.htm
V435,Crondon Park,Essex,"Stock, Essex",5.0,1492.0,From £119,meal,119.0,"60 to 148
Guests",60.0,148.0,https://www.hitched.co.uk/wedding-venues/crondon-park_4138.htm
V436,Villiers Barn,Essex,"Thorpe-le-Soken, Essex",5.0,132.0,N/A,N/A,N/A,"30 to 190
Guests",30.0,190.0,https://www.hitched.co.uk/wedding-venues/villiers-barn_8695.htm
V437,The Essex Barn at the White Hart,Essex,"Great Yeldham, Essex",5.0,25.0,From £100,meal,100.0,"2 to 150
Guests",2.0,150.0,https://www.hitched.co.uk/wedding-venues/the-essex-barn-at-the-white-hart_4127.htm
V438,The Lawn,Essex,"Rochford, Essex",5.0,438.0,"From £1,895",venue,1895.0,"15 to 150
Guests",15.0,150.0,https://www.hitched.co.uk/wedding-venues/the-lawn_850.htm
V439,Gosfield Hall,Essex,"Gosfield, Essex",4.9,202.0,From £100,meal,100.0,"40 to 250
Guests",40.0,250.0,https://www.hitched.co.uk/wedding-venues/gosfield-hall_2889.htm
V440,The Georgian Mansion,Essex,"Halstead, Essex",N/A,N/A,"From £5,600",venue,5600.0,"50 to 150
Guests",50.0,150.0,https://www.hitched.co.uk/wedding-venues/the-georgian-mansion_337411.htm
V441,Leez Priory,Essex,"Little Waltham, Essex",5.0,189.0,From £100,meal,100.0,"50 to 250
Guests",50.0,250.0,https://www.hitched.co.uk/wedding-venues/leez-priory_858.htm
V442,The Roslin Beach Hotel,Essex,"Southend On Sea, Essex",5.0,19.0,N/A,N/A,N/A,"25 to 130
Guests",25.0,130.0,https://www.hitched.co.uk/wedding-venues/the-roslin-beach-hotel_6955.htm
V443,Wivenhoe House,Essex,"Colchester, Essex",5.0,19.0,From £125,meal,125.0,"10 to 200
Guests",10.0,200.0,https://www.hitched.co.uk/wedding-venues/wivenhoe-house_878.htm
V444,Stock Brook Country Club,Essex,"Billericay, Essex",5.0,312.0,From £95,meal,95.0,"75 to 500
Guests",75.0,500.0,https://www.hitched.co.uk/wedding-venues/stock-brook-country-club_844.htm
V445,Vaulty Manor,Essex,"Goldhanger, Essex",5.0,242.0,From £99,meal,99.0,"60 to 200
Guests",60.0,200.0,https://www.hitched.co.uk/wedding-venues/vaulty-manor_866.htm
V446,Hutton Hall,Essex,"Brentwood, Essex",5.0,14.0,"From £10,500",meal,10500.0,"40 to 150
Guests",40.0,150.0,https://www.hitched.co.uk/wedding-venues/hutton-hall_4319.htm
V447,Smeetham Hall Barn,Essex,"Sudbury (Suffolk-Essex Border), Essex",5.0,425.0,"From £6,999",venue,6999.0,"50 to 250
Guests",50.0,250.0,https://www.hitched.co.uk/wedding-venues/smeetham-hall-barn_836.htm
V448,Hedsor House,Essex,Essex,5.0,129.0,"From £6,450",venue,6450.0,"150
Guests",150.0,N/A,https://www.hitched.co.uk/wedding-venues/hedsor-house_5019.htm
V449,That Amazing Place,Essex,"Harlow, Essex",5.0,87.0,From £85,meal,85.0,"200
Guests",200.0,N/A,https://www.hitched.co.uk/wedding-venues/that-amazing-place_6276.htm
V450,Down Hall Hotel & Spa,Essex,"Hatfield Heath, Essex",5.0,312.0,From £165,meal,165.0,"2 to 180
Guests",2.0,180.0,https://www.hitched.co.uk/wedding-venues/down-hall-hotel_885.htm
V451,Newland Hall,Essex,"Chelmsford, Essex",4.9,113.0,"From £1,995",venue,1995.0,"10 to 200
Guests",10.0,200.0,https://www.hitched.co.uk/wedding-venues/newland-hall_859.htm
V452,Creeksea Place,Essex,"Burnham on Crouch, Essex",5.0,232.0,From £150,meal,150.0,"30 to 200
Guests",30.0,200.0,https://www.hitched.co.uk/wedding-venues/creeksea-place_3290.htm
V453,Rivenhall Oaks Golf Centre,Essex,"Witham, Essex",5.0,3.0,From £65,meal,65.0,"30 to 250
Guests",30.0,250.0,https://www.hitched.co.uk/wedding-venues/rivenhall-oaks-golf-centre_7968.htm
V454,Downham Hall,Essex,"Billericay, Essex",5.0,20.0,From £50,meal,50.0,"8 to 110
Guests",8.0,110.0,https://www.hitched.co.uk/wedding-venues/downham-hall_198013.htm
V455,Marygreen Manor Hotel,Essex,"Brentwood, Essex",5.0,50.0,From £125,meal,125.0,"20 to 150
Guests",20.0,150.0,https://www.hitched.co.uk/wedding-venues/marygreen-manor-hotel_842.htm
V456,The Manor at Bickley,Essex,Essex,5.0,4.0,From £120,meal,120.0,"40 to 490
Guests",40.0,490.0,https://www.hitched.co.uk/wedding-venues/the-manor-at-bickley_3287.htm
V457,Citation Weddings & Events.,Scotland,"Glasgow, Central & Glasgow",5.0,35.0,From £90,meal,90.0,"50 to 140
Guests",50.0,140.0,https://www.hitched.co.uk/wedding-venues/citation-weddings-&-events_198841.htm
V458,The Exchange,Scotland,"Glasgow Central, Central & Glasgow",N/A,N/A,From £160,meal,160.0,"60 to 140
Guests",60.0,140.0,https://www.hitched.co.uk/wedding-venues/the-exchange_360255.htm
V459,Glen Dye Cabins and Cottages,Scotland,"Aberdeenshire, Aberdeen & Deeside",N/A,N/A,"From £3,000",venue,3000.0,"2 to 140
Guests",2.0,140.0,https://www.hitched.co.uk/wedding-venues/glen-dye-cabins-and-cottages_378623.htm
V460,Venachar Lochside,Scotland,"Callender, Stirlingshire",N/A,N/A,"From £1,500",venue,1500.0,"4 to 100
Guests",4.0,100.0,https://www.hitched.co.uk/wedding-venues/venachar-lochside_98795.htm
V461,Norwood Hall Hotel,Scotland,"Aberdeen , Aberdeen & Deeside",5.0,13.0,From £48,meal,48.0,"2 to 220
Guests",2.0,220.0,https://www.hitched.co.uk/wedding-venues/norwood-hall-hotel_3125.htm
V462,Errol Park,Scotland,"Perth, Perthshire",5.0,1.0,From £60,meal,60.0,"30 to 180
Guests",30.0,180.0,https://www.hitched.co.uk/wedding-venues/errol-park_116614.htm
V463,Barony Castle Hotel,Scotland,"Peebles-shire, Lothian & Borders",5.0,32.0,From £45,meal,45.0,"2 to 150
Guests",2.0,150.0,https://www.hitched.co.uk/wedding-venues/barony-castle-hotel_6602.htm
V464,Mercure Aberdeen Caledonian Hotel,Scotland,"Aberdeen , Aberdeen & Deeside",5.0,2.0,N/A,N/A,N/A,"100
Guests",100.0,N/A,https://www.hitched.co.uk/wedding-venues/mercure-aberdeen-caledonian-hotel_197273.htm
V465,Western House Hotel,Scotland,"Ayr, Dumfries Galloway & Ayrshire",5.0,7.0,From £85,meal,85.0,"60 to 190
Guests",60.0,190.0,https://www.hitched.co.uk/wedding-venues/western-house-hotel_193887.htm
V466,Ardoe House Hotel and Spa,Scotland,"Aberdeen , Aberdeen & Deeside",5.0,13.0,From £75,meal,75.0,"2 to 400
Guests",2.0,400.0,https://www.hitched.co.uk/wedding-venues/mercure-aberdeen-ardoe-house-hotel-and-spa_3018.htm
V467,Kippilaw House,Scotland,"Melrose , Lothian & Borders",5.0,20.0,From £65,meal,65.0,"25 to 250
Guests",25.0,250.0,https://www.hitched.co.uk/wedding-venues/kippilaw-house_7176.htm
V468,The Citizen,Scotland,"Glasgow Central, Central & Glasgow",N/A,N/A,"From £5,000",venue,5000.0,"25 to 70
Guests",25.0,70.0,https://www.hitched.co.uk/wedding-venues/the-citizen_349293.htm
V469,Marshall Meadows Manor House,Scotland,Perthshire,4.9,5.0,From £60,meal,60.0,"10 to 200
Guests",10.0,200.0,https://www.hitched.co.uk/wedding-venues/marshall-meadows-manor-house_288506.htm
V470,Branxholm Park,Scotland,"Scottish Borders, Lothian & Borders",4.9,16.0,From £75,meal,75.0,"2 to 75
Guests",2.0,75.0,https://www.hitched.co.uk/wedding-venues/branxholm-park_7821.htm
V471,Forbes of Kingennie Country Resort,Scotland,"Broughty Ferry, Fife & Angus",4.9,7.0,"From £3,270",venue,3270.0,"20 to 160
Guests",20.0,160.0,https://www.hitched.co.uk/wedding-venues/forbes-of-kingennie-country-resort_3822.htm
V472,Kirknewton House Stables ,Scotland,"Edinburgh, Lothian & Borders",N/A,N/A,"From £4,000",venue,4000.0,"20 to 140
Guests",20.0,140.0,https://www.hitched.co.uk/wedding-venues/kirknewton-house-stables_116660.htm
V473,Leonardo Hotel Edinburgh Murrayfield,Scotland,"Edinburgh, Lothian & Borders",5.0,23.0,From £25,meal,25.0,"10 to 280
Guests",10.0,280.0,https://www.hitched.co.uk/wedding-venues/leonardo-hotel-edinburgh-murrayfield_8147.htm
V474,Dunvegan Castle & Gardens,Scotland,"Dunvegan, Isle of Skye",5.0,3.0,"From £3,000",venue,3000.0,"2 to 50
Guests",2.0,50.0,https://www.hitched.co.uk/wedding-venues/dunvegan-castle_3093.htm
V475,Fairmont St Andrews,Scotland,"St Andrews, Fife & Angus",N/A,N/A,From £145,meal,145.0,"10 to 350
Guests",10.0,350.0,https://www.hitched.co.uk/wedding-venues/fairmont-st-andrews_6711.htm
V476,Ballogie Estate,Scotland,"Aberdeenshire, Aberdeen & Deeside",5.0,6.0,N/A,N/A,N/A,"2 to 180
Guests",2.0,180.0,https://www.hitched.co.uk/wedding-venues/ballogie-estate_7387.htm
V477,Edinburgh Corn Exchange,Scotland,"Edinburgh, Lothian & Borders",N/A,N/A,From £800,venue,800.0,"50 to 300
Guests",50.0,300.0,https://www.hitched.co.uk/wedding-venues/edinburgh-corn-exchange_325919.htm
V478,Newton Hall,Scotland,Lothian & Borders,5.0,166.0,From £65,meal,65.0,"30 to 250
Guests",30.0,250.0,https://www.hitched.co.uk/wedding-venues/newton-hall_5784.htm
V479,Logie Country House,Scotland,"Aberdeenshire, Aberdeen & Deeside",5.0,28.0,"From £2,500",venue,2500.0,"2 to 160
Guests",2.0,160.0,https://www.hitched.co.uk/wedding-venues/logie-country-house_6879.htm
V480,Achnagairn Castle,Scotland,"Kirkhill, Inverness",5.0,2.0,"From £5,500",venue,5500.0,"20 to 150
Guests",20.0,150.0,https://www.hitched.co.uk/wedding-venues/achnagairn-castle_6701.htm
V481,Citation Weddings & Events.,Scotland,"Glasgow, Central & Glasgow",5.0,35.0,From £90,meal,90.0,"50 to 140
Guests",50.0,140.0,https://www.hitched.co.uk/wedding-venues/citation-weddings-&-events_198841.htm
V482,The Exchange,Scotland,"Glasgow Central, Central & Glasgow",N/A,N/A,From £160,meal,160.0,"60 to 140
Guests",60.0,140.0,https://www.hitched.co.uk/wedding-venues/the-exchange_360255.htm
V483,Glen Dye Cabins and Cottages,Scotland,"Aberdeenshire, Aberdeen & Deeside",N/A,N/A,"From £3,000",venue,3000.0,"2 to 140
Guests",2.0,140.0,https://www.hitched.co.uk/wedding-venues/glen-dye-cabins-and-cottages_378623.htm
V484,Venachar Lochside,Scotland,"Callender, Stirlingshire",N/A,N/A,"From £1,500",venue,1500.0,"4 to 100
Guests",4.0,100.0,https://www.hitched.co.uk/wedding-venues/venachar-lochside_98795.htm
V485,Norwood Hall Hotel,Scotland,"Aberdeen , Aberdeen & Deeside",5.0,13.0,From £48,meal,48.0,"2 to 220
Guests",2.0,220.0,https://www.hitched.co.uk/wedding-venues/norwood-hall-hotel_3125.htm
V486,Errol Park,Scotland,"Perth, Perthshire",5.0,1.0,From £60,meal,60.0,"30 to 180
Guests",30.0,180.0,https://www.hitched.co.uk/wedding-venues/errol-park_116614.htm
V487,Barony Castle Hotel,Scotland,"Peebles-shire, Lothian & Borders",5.0,32.0,From £45,meal,45.0,"2 to 150
Guests",2.0,150.0,https://www.hitched.co.uk/wedding-venues/barony-castle-hotel_6602.htm
V488,Mercure Aberdeen Caledonian Hotel,Scotland,"Aberdeen , Aberdeen & Deeside",5.0,2.0,N/A,N/A,N/A,"100
Guests",100.0,N/A,https://www.hitched.co.uk/wedding-venues/mercure-aberdeen-caledonian-hotel_197273.htm
V489,Western House Hotel,Scotland,"Ayr, Dumfries Galloway & Ayrshire",5.0,7.0,From £85,meal,85.0,"60 to 190
Guests",60.0,190.0,https://www.hitched.co.uk/wedding-venues/western-house-hotel_193887.htm
V490,Ardoe House Hotel and Spa,Scotland,"Aberdeen , Aberdeen & Deeside",5.0,13.0,From £75,meal,75.0,"2 to 400
Guests",2.0,400.0,https://www.hitched.co.uk/wedding-venues/mercure-aberdeen-ardoe-house-hotel-and-spa_3018.htm
V491,Kippilaw House,Scotland,"Melrose , Lothian & Borders",5.0,20.0,From £65,meal,65.0,"25 to 250
Guests",25.0,250.0,https://www.hitched.co.uk/wedding-venues/kippilaw-house_7176.htm
V492,The Citizen,Scotland,"Glasgow Central, Central & Glasgow",N/A,N/A,"From £5,000",venue,5000.0,"25 to 70
Guests",25.0,70.0,https://www.hitched.co.uk/wedding-venues/the-citizen_349293.htm
V493,Marshall Meadows Manor House,Scotland,Perthshire,4.9,5.0,From £60,meal,60.0,"10 to 200
Guests",10.0,200.0,https://www.hitched.co.uk/wedding-venues/marshall-meadows-manor-house_288506.htm
V494,Branxholm Park,Scotland,"Scottish Borders, Lothian & Borders",4.9,16.0,From £75,meal,75.0,"2 to 75
Guests",2.0,75.0,https://www.hitched.co.uk/wedding-venues/branxholm-park_7821.htm
V495,Forbes of Kingennie Country Resort,Scotland,"Broughty Ferry, Fife & Angus",4.9,7.0,"From £3,270",venue,3270.0,"20 to 160
Guests",20.0,160.0,https://www.hitched.co.uk/wedding-venues/forbes-of-kingennie-country-resort_3822.htm
V496,Kirknewton House Stables ,Scotland,"Edinburgh, Lothian & Borders",N/A,N/A,"From £4,000",venue,4000.0,"20 to 140
Guests",20.0,140.0,https://www.hitched.co.uk/wedding-venues/kirknewton-house-stables_116660.htm
V497,Leonardo Hotel Edinburgh Murrayfield,Scotland,"Edinburgh, Lothian & Borders",5.0,23.0,From £25,meal,25.0,"10 to 280
Guests",10.0,280.0,https://www.hitched.co.uk/wedding-venues/leonardo-hotel-edinburgh-murrayfield_8147.htm
V498,Dunvegan Castle & Gardens,Scotland,"Dunvegan, Isle of Skye",5.0,3.0,"From £3,000",venue,3000.0,"2 to 50
Guests",2.0,50.0,https://www.hitched.co.uk/wedding-venues/dunvegan-castle_3093.htm
V499,Fairmont St Andrews,Scotland,"St Andrews, Fife & Angus",N/A,N/A,From £145,meal,145.0,"10 to 350
Guests",10.0,350.0,https://www.hitched.co.uk/wedding-venues/fairmont-st-andrews_6711.htm
V500,Ballogie Estate,Scotland,"Aberdeenshire, Aberdeen & Deeside",5.0,6.0,N/A,N/A,N/A,"2 to 180
Guests",2.0,180.0,https://www.hitched.co.uk/wedding-venues/ballogie-estate_7387.htm
V501,Edinburgh Corn Exchange,Scotland,"Edinburgh, Lothian & Borders",N/A,N/A,From £800,venue,800.0,"50 to 300
Guests",50.0,300.0,https://www.hitched.co.uk/wedding-venues/edinburgh-corn-exchange_325919.htm
V502,Newton Hall,Scotland,Lothian & Borders,5.0,166.0,From £65,meal,65.0,"30 to 250
Guests",30.0,250.0,https://www.hitched.co.uk/wedding-venues/newton-hall_5784.htm
V503,Logie Country House,Scotland,"Aberdeenshire, Aberdeen & Deeside",5.0,28.0,"From £2,500",venue,2500.0,"2 to 160
Guests",2.0,160.0,https://www.hitched.co.uk/wedding-venues/logie-country-house_6879.htm
V504,Achnagairn Castle,Scotland,"Kirkhill, Inverness",5.0,2.0,"From £5,500",venue,5500.0,"20 to 150
Guests",20.0,150.0,https://www.hitched.co.uk/wedding-venues/achnagairn-castle_6701.htm
V505,Citation Weddings & Events.,Scotland,"Glasgow, Central & Glasgow",5.0,35.0,From £90,meal,90.0,"50 to 140
Guests",50.0,140.0,https://www.hitched.co.uk/wedding-venues/citation-weddings-&-events_198841.htm
V506,The Exchange,Scotland,"Glasgow Central, Central & Glasgow",N/A,N/A,From £160,meal,160.0,"60 to 140
Guests",60.0,140.0,https://www.hitched.co.uk/wedding-venues/the-exchange_360255.htm
V507,Glen Dye Cabins and Cottages,Scotland,"Aberdeenshire, Aberdeen & Deeside",N/A,N/A,"From £3,000",venue,3000.0,"2 to 140
Guests",2.0,140.0,https://www.hitched.co.uk/wedding-venues/glen-dye-cabins-and-cottages_378623.htm
V508,Venachar Lochside,Scotland,"Callender, Stirlingshire",N/A,N/A,"From £1,500",venue,1500.0,"4 to 100
Guests",4.0,100.0,https://www.hitched.co.uk/wedding-venues/venachar-lochside_98795.htm
V509,Norwood Hall Hotel,Scotland,"Aberdeen , Aberdeen & Deeside",5.0,13.0,From £48,meal,48.0,"2 to 220
Guests",2.0,220.0,https://www.hitched.co.uk/wedding-venues/norwood-hall-hotel_3125.htm
V510,Errol Park,Scotland,"Perth, Perthshire",5.0,1.0,From £60,meal,60.0,"30 to 180
Guests",30.0,180.0,https://www.hitched.co.uk/wedding-venues/errol-park_116614.htm
V511,Barony Castle Hotel,Scotland,"Peebles-shire, Lothian & Borders",5.0,32.0,From £45,meal,45.0,"2 to 150
Guests",2.0,150.0,https://www.hitched.co.uk/wedding-venues/barony-castle-hotel_6602.htm
V512,Mercure Aberdeen Caledonian Hotel,Scotland,"Aberdeen , Aberdeen & Deeside",5.0,2.0,N/A,N/A,N/A,"100
Guests",100.0,N/A,https://www.hitched.co.uk/wedding-venues/mercure-aberdeen-caledonian-hotel_197273.htm
V513,Western House Hotel,Scotland,"Ayr, Dumfries Galloway & Ayrshire",5.0,7.0,From £85,meal,85.0,"60 to 190
Guests",60.0,190.0,https://www.hitched.co.uk/wedding-venues/western-house-hotel_193887.htm
V514,Ardoe House Hotel and Spa,Scotland,"Aberdeen , Aberdeen & Deeside",5.0,13.0,From £75,meal,75.0,"2 to 400
Guests",2.0,400.0,https://www.hitched.co.uk/wedding-venues/mercure-aberdeen-ardoe-house-hotel-and-spa_3018.htm
V515,Kippilaw House,Scotland,"Melrose , Lothian & Borders",5.0,20.0,From £65,meal,65.0,"25 to 250
Guests",25.0,250.0,https://www.hitched.co.uk/wedding-venues/kippilaw-house_7176.htm
V516,The Citizen,Scotland,"Glasgow Central, Central & Glasgow",N/A,N/A,"From £5,000",venue,5000.0,"25 to 70
Guests",25.0,70.0,https://www.hitched.co.uk/wedding-venues/the-citizen_349293.htm
V517,Marshall Meadows Manor House,Scotland,Perthshire,4.9,5.0,From £60,meal,60.0,"10 to 200
Guests",10.0,200.0,https://www.hitched.co.uk/wedding-venues/marshall-meadows-manor-house_288506.htm
V518,Branxholm Park,Scotland,"Scottish Borders, Lothian & Borders",4.9,16.0,From £75,meal,75.0,"2 to 75
Guests",2.0,75.0,https://www.hitched.co.uk/wedding-venues/branxholm-park_7821.htm
V519,Forbes of Kingennie Country Resort,Scotland,"Broughty Ferry, Fife & Angus",4.9,7.0,"From £3,270",venue,3270.0,"20 to 160
Guests",20.0,160.0,https://www.hitched.co.uk/wedding-venues/forbes-of-kingennie-country-resort_3822.htm
V520,Kirknewton House Stables ,Scotland,"Edinburgh, Lothian & Borders",N/A,N/A,"From £4,000",venue,4000.0,"20 to 140
Guests",20.0,140.0,https://www.hitched.co.uk/wedding-venues/kirknewton-house-stables_116660.htm
V521,Leonardo Hotel Edinburgh Murrayfield,Scotland,"Edinburgh, Lothian & Borders",5.0,23.0,From £25,meal,25.0,"10 to 280
Guests",10.0,280.0,https://www.hitched.co.uk/wedding-venues/leonardo-hotel-edinburgh-murrayfield_8147.htm
V522,Dunvegan Castle & Gardens,Scotland,"Dunvegan, Isle of Skye",5.0,3.0,"From £3,000",venue,3000.0,"2 to 50
Guests",2.0,50.0,https://www.hitched.co.uk/wedding-venues/dunvegan-castle_3093.htm
V523,Fairmont St Andrews,Scotland,"St Andrews, Fife & Angus",N/A,N/A,From £145,meal,145.0,"10 to 350
Guests",10.0,350.0,https://www.hitched.co.uk/wedding-venues/fairmont-st-andrews_6711.htm
V524,Ballogie Estate,Scotland,"Aberdeenshire, Aberdeen & Deeside",5.0,6.0,N/A,N/A,N/A,"2 to 180
Guests",2.0,180.0,https://www.hitched.co.uk/wedding-venues/ballogie-estate_7387.htm
V525,Edinburgh Corn Exchange,Scotland,"Edinburgh, Lothian & Borders",N/A,N/A,From £800,venue,800.0,"50 to 300
Guests",50.0,300.0,https://www.hitched.co.uk/wedding-venues/edinburgh-corn-exchange_325919.htm
V526,Newton Hall,Scotland,Lothian & Borders,5.0,166.0,From £65,meal,65.0,"30 to 250
Guests",30.0,250.0,https://www.hitched.co.uk/wedding-venues/newton-hall_5784.htm
V527,Logie Country House,Scotland,"Aberdeenshire, Aberdeen & Deeside",5.0,28.0,"From £2,500",venue,2500.0,"2 to 160
Guests",2.0,160.0,https://www.hitched.co.uk/wedding-venues/logie-country-house_6879.htm
V528,Achnagairn Castle,Scotland,"Kirkhill, Inverness",5.0,2.0,"From £5,500",venue,5500.0,"20 to 150
Guests",20.0,150.0,https://www.hitched.co.uk/wedding-venues/achnagairn-castle_6701.htm
V529,Citation Weddings & Events.,Scotland,"Glasgow, Central & Glasgow",5.0,35.0,From £90,meal,90.0,"50 to 140
Guests",50.0,140.0,https://www.hitched.co.uk/wedding-venues/citation-weddings-&-events_198841.htm
V530,The Exchange,Scotland,"Glasgow Central, Central & Glasgow",N/A,N/A,From £160,meal,160.0,"60 to 140
Guests",60.0,140.0,https://www.hitched.co.uk/wedding-venues/the-exchange_360255.htm
V531,Glen Dye Cabins and Cottages,Scotland,"Aberdeenshire, Aberdeen & Deeside",N/A,N/A,"From £3,000",venue,3000.0,"2 to 140
Guests",2.0,140.0,https://www.hitched.co.uk/wedding-venues/glen-dye-cabins-and-cottages_378623.htm
V532,Venachar Lochside,Scotland,"Callender, Stirlingshire",N/A,N/A,"From £1,500",venue,1500.0,"4 to 100
Guests",4.0,100.0,https://www.hitched.co.uk/wedding-venues/venachar-lochside_98795.htm
